id,movie_name,synopsis,genre,prediction,accuracy,evaluation
54644,Fugue,Amnesic Malcolm struggles to put the pieces of his life back together and begins questioning those closest to him in this puzzle of memory and identity.,mystery,Mystery.,0,
38885,Zero,Strange events start happening to a woman after marriage.,fantasy,horror,0,
16003,Casino Royale,"After earning 00 status and a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",adventure,action,0,
20098,Generation Now,"A multi-cultural celebration of young people triumphing in the face of adversity, societal pressures and difficult familial situations.",crime,family,0,
53959,House of Malice,"A young married couple move into a modern duplex apartment and soon discover that not only is it haunted, but the manifesting malicious spirit could well be of their deceased daughter who is jealous of their new pregnancy.",horror,Horror,1,
40840,Tainá: Uma Aventura na Amazônia,"A brave and bold indian girl, protector of her jungle and its wild life and guided by her shaman grandfather, pairs with a boy from the big city, against animal traffickers in the Amazon forest.",fantasy,adventure,0,
81192,The Assignment,"After waking up and discovering that he has undergone gender reassignment surgery, an assassin seeks to find the doctor responsible.",thriller,Thriller,1,
33385,Believe Again,"This is a heartfelt story of an older man who tries to realize his dream after losing his family, a friend and his job.",family,drama,0,
26196,We Are Not Alone,"A husband hires a lonely pretty young woman to work as a nanny for his son. His wife becomes instantly jealous and things take turn for the worst. In the background, World War II is in the air, and anti-German sentiment is on the rise.",crime,Thriller,0,
32459,The Militant,A young man is informed of his father's death.,family,drama,0,
53284,"Das singende, klingende Bäumchen","A brave prince wants to win the heart of a stubborn princess by finding the singing, ringing tree for her.",horror,fantasy,0,
49552,Demon Stalker,"Jenny, a young single mother is fleeing an abusive ex with her son Harry. She desperately needs to rent a house anywhere. Morton, the estate agent insists she take a mysterious house but has more than a passing interest in her son.",horror,horror,1,
15715,The Last Remake of Beau Geste,"An aging Sir Hector Geste (Trevor Howard) takes a young greedy wife who's after his famed Blue Water sapphire, but his sons hide the gem and join the French Foreign Legion in North Africa.",adventure,Adventure,1,
20936,A Life Less Ordinary,"Upon being fired, a desperate guy kidnaps a daughter of his former boss. Two angels are sent to Earth to check if love is possible in this case.",crime,romance,0,
54314,Crow,"One Halloween night, a Detroit man wades through a brutal odyssey of his memories and dreams, searching for the men who left him to die in the trunk of a car. A fan film dedicated to the cult series ""The Crow"" by James O'Barr.",mystery,horror,0,
32908,Soggadu,Sobhanadri and Latha should overcome all the hurdles they come across in the form of Latha's uncle Bhupathi to live happily together.,family,romance,0,
76338,Revenge of the Humanoids,The robotic alien villains from Il était une fois... l'espace (1982) attack Earth.,scifi,scifi,1,
69700,The Bronze Buckaroo,"Cowboy Bob Blake (Herbert Jeffries) and four friends ride to Arizona to help Betty Jackson (Artie Young), the sister of Bob's friend, Joe (Rollie Hardin), who has gone missing.",romance,Western,0,
24155,U Driver,A lonely man struggling with insomnia spends his nights driving around the city as a cab driver until his ventures lead him to the dark side of town and his mind.,crime,Thriller,0,
74157,Restricted Zero,What is the government doing in the brown mountains?,scifi,mystery,0,
650,Venge,"A gritty, emotional story about the strength inside of all of us.",action,drama,0,
29247,Shimmy: The First Monkey King,"Shimmy, a monkey newly discover superhero powers and learns how to control his extraordinary transformative abilities and prevent powerful demonic forces from sending the universe into chaos.",family,fantasy,0,
23141,Cronicamente Inviável,"Dissection of Brazilian problems, using six people who meet in a restaurant in São Paulo as models to illustrate political and sociological theses.",crime,Drama.,0,
11427,Thorn,A young man sets out on a journey of self-discovery.,adventure,adventure,1,
28637,Olsen-bandens store kup,"Olsen has a plan: rob over DKK4,000,000 from an armored car with police escort using a hot-dog stand, some ducks etc. Can the gang hide the money safely?",family,crime,0,
57273,Papertrail,A burnt out detective follows the trail of a serial killer who sends him messages about the murders.,mystery,crime,0,
9885,Federal Agent at Large,A crime ring is smuggling gold from Mexico across the border in the US. The Customs Service sends an agent to Mexico to try to infiltrate the ring and stop the smuggling.,adventure,crime,0,
4997,Maa Abbayi,Young man loses his mother father and sister in a terrorist blast at the local temple. His story is one of revenge.,action,crime,0,
35834,Grow Home,"11-year-old Katie, misuses the powers of an ancient Ash tree to bring harmony to her troubled family. When the balance of nature is destroyed by fire, Katie is forced to choose whose future she will mend - hers or the forests.",family,fantasy,0,
39234,Curado de espantos,"An archaeologist named Magdalena Santos accidentally awakens a vampire that was sleeping in a Mayan Pyramid. She tries to tell the police about the situation, but they do not believe her and they send her to an asylum.",fantasy,horror,0,
4974,Alex San Diego: Wanted,"AMERICAN STUDENT, WRONGLY ACCUSED OF A CRIME AND SENT TO JAIL, ESCAPES FROM PRISON TO AVENGE HIS FATE AND SEEK TRUE JUSTICE THAT WAS DENIED HIM,",action,Action,1,
63333,Minnaminnikkoottam,"The story is about seven friends working in a new age IT company. They earn money and have a good time as a group. Despite their diverse backgrounds, they blend well, even having romantic relationships at various degrees of fruition.",romance,romance,1,
61325,Inspector Clouseau,A string of robberies has occurred in Britain and it's up to Inspector Clouseau to catch the criminal.,mystery,crime,0,
70979,Mad at the Moon,A young woman on the frontier marries a meek farmer who has an annoying habit of going through a rather drastic change every full moon.,romance,Horror.,0,
81523,The Ghost and the Whale,"In the town of Bodega Bay, Joseph went to sea with the love of his life and returned alone. The mystery deepens upon Joseph's exoneration in her disappearance, while a reporter stirs the pot of suspicion and the wrath of a vengeful family.",thriller,Mystery,0,
42591,El mago,A slapstick fantasy of the amorous adventures of a magician a la Cantinflas.,fantasy,comedy,0,
15947,Escape from TiTiLan,"When a government agent crash lands on a tropical island run by a cruel dictator, he must seek the wisdom of a fallen hero in order to survive the island's mysterious power. Will he escape?",adventure,adventure,1,
40181,Return of the Fly,"Philippe Delambre, the now-adult son of ""The Fly"", does some transportation experimentation of his own.",fantasy,scifi,0,
87855,Brutal Colors,Famous fine artist Brie finds her mind unraveling inside her beautiful home. Could it be the mysterious and somewhat sadistic housekeeper who is behind this?,thriller,Horror,0,
76611,Senn,Charles Dickens meets Arthur C. Clarke--A lowly factory worker is delivered from a world of misery and discovers his destiny via an ancient object on the other side of the stars.,scifi,scifi,1,
58650,They Might Be Giants,"In a Manhattan psychiatric hospital a man, convinced he is Sherlock Holmes, is treated by a female doctor who happens to be named Watson.",mystery,Mystery.,0,
56335,Anomaly,The terrifying story of a family that experienced the biggest demonic possession after moving into a house plagued by malicious spirits.,mystery,horror,0,
11453,Horasan'dan gelen bahadir,The another fight story against tyrant like Horasan'in Uc Atlisi.,adventure,action,0,
60694,tellavision.,"Four creatives come of age and discover who they are in a surreal, alternate version of the United States.",mystery,fantasy,0,
50319,Something in the Dirt,Maverick filmmaking duo Justin Benson and Aaron Moorhead offer up a twisted reflection of our paranoid times in this inventive mix of buddy comedy and sci-fi thriller.,horror,scifi,0,
13849,Unchained Hearts,"When a runaway orphan finds out that his new best friend (a circus elephant) is about to be put down, the two of them hit the road in search of freedom.",adventure,family,0,
18714,Linked,A sly killer is involved in an uncanny phenomenon when he blackmails a supposedly dead detective into locating his escaped victim who unknowingly bears the same strange scar as the detective and has someone shadowing him.,crime,Mystery.,0,
37681,Woe to the Young,"In return for handsome and unclouded youth, a weary old geezer makes a pact with the father of lies to woo his beautiful next-door-neighbour. However, will he admit his mistake, now that things are not working out as planned?",fantasy,Fantasy,1,
18725,Father O'Flynn,A peasant is blamed when a tenant shoots the landlord who seduced his daughter.,crime,crime,1,
3956,Angel of Vengeance,Two young women caught in a power struggle among a trio of mobsters must struggle to survive in a world run by vice and corruption.,action,crime,0,
15714,Anak ng bulkan,"As a young hero goes to battle with flying dinosaurs, he also must face his own internal monsters.",adventure,fantasy,0,
61285,Mysterious Crossing,Reporter tries to solve the murder of a man killed on a boat in Mississippi.,mystery,mystery,1,
44513,Tux,A guy falls find himself trapped inside the body of a penguin.,fantasy,Family.,0,
40319,Red Sonja: Queen of Plagues,"To pay back her blood debt to a valiant king, Red Sonja, the She-Devil with a Sword, agrees to lead his doomed army to their certain death against the invading plague-ridden forces of Dark Annisia, Sonja's blood sister who's gone mad.",fantasy,action,0,
54082,Glass Onion,Famed Southern detective Benoit Blanc travels to Greece for his latest case.,mystery,mystery,1,
45766,Forgiveness,"Three women mysteriously wake up in a hospital and discover that one of them is deaf, one is mute and the other one is blind; together they will have to figure out why they are there and how to get out.",horror,Mystery,0,
63200,The Mad Doctor,"A crazed physician marries a wealthy women and, with the help of his demented assistant, murders them for their money.",romance,crime,0,
62069,The Green Sea,A lone writer lives a life of isolation until her world changes by the appearance of a strange young girl.,mystery,Mystery.,0,
28931,A Luz na Ria Formosa,"The journey begins in the Roman ruins of Milreu in Portugal, where a mother reads to her son Seneca's advice on the importance of reading. It then takes them through villages and shores where light reigns.",family,Adventure,0,
45185,Genocide,"All the insects on Earth become wild and attack humans, causing Armageddon.",horror,horror,1,
69663,Any Girl Who Loves the Beatles Is Bound to Break Your Heart,"On a sweltering summer's day in Sydney, two strangers, a vivacious English musician and a cynical local travel writer fall for each other's charms when circumstances throw them together for twenty-four hours after a missed flight.",romance,romance,1,
14479,Captain Nemo and the Underwater City,When Captain Nemo saves the passengers of a sinking ship and takes them to his Utopian underwater city he discovers that not all of his guests agree to remain there forever.,adventure,adventure,1,
61942,Sky Captain and the World of Tomorrow,"After New York City receives a series of attacks from giant flying robots, a reporter teams up with a pilot in search of their origin, as well as the reason for the disappearances of famous scientists around the world.",mystery,scifi,0,
75063,2012,A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.,scifi,scifi,1,
69667,À Tout de Suite,"A girl from bourgeoisie discovers the pleasures of banditism, following her lover in his lifestyle.",romance,crime,0,
15098,Mr. Karate,"Salah moves to Cairo to work as a guard in a garage and falls in love with Nadia, who works at a video store. He is obsessed with the films she has at her store and decides to learn karate.",adventure,romance,0,
36974,Ratatouille,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,fantasy,family,0,
42952,The Tale of John and Mary,"Young knight John travels the world in search of fame and fortune, but also to help others and prove himself. However, things go dire fast and he becomes burdened with life's hardships. But then he meets a pretty water nymph, Mary.",fantasy,adventure,0,
59321,Cheshmane John Malkovich 1: Viggo Mortensen,"This movie is based on the Trilogy Novel called ""Cheshmane John Malkovich"" (John Malkovich's Eyes). It has 3 episodes namely ""Kamin"" (Ambush), ""Sayeha Bidarand"" (The Shadows are Awake) and ""Cheshmane John Malkovich"" (John Malkovich's Eyes.",mystery,mystery,1,
28524,"Gori, gori, oganche",In the sixties a young teacher is to work in a village in the Bulgarian Rhodopi mountains. There he becomes aware of the suppression that the minority of Bulgarian Muslims is exposed to.,family,drama,Loading...,
21040,Fünftausend Mark Belohnung,"A severe explosion in a pulp mill does great damage. The police assume a crime and offer a reward of 5,000 marks for information that leads to the arrest of the perpetrator.",crime,crime,1,
5227,Fist of the North Star: Legend of Raoh - Chapter of Fierce Fighting,"Earth was devastated by a terrible nuclear conflict that wiped out any sign of civilization. In this scenario, kenshiro and Raoul will face off.",action,action,1,
77046,The Alternate,"Upon unlocking a portal to an alternate dimension where all his dreams have come true, struggling filmmaker Jake is forced to confront his idealized self.",scifi,Fantasy.,0,
13524,The Jungle Princess,"Feature version of The Lost City (1920), a fifteen episode serial.",adventure,adventure,1,
14933,Ayyappan,The story of Swami Ayyappan.,adventure,family,0,
18355,Puthiya Karukkal,"Sridevi, a lady from a family with a poor financial background got married to a rich tea estate owner and the resulting incidents in their life is plotted in the movie.",crime,romance,0,
88796,Leaves of Grass,"An Ivy League professor is lured back to his Oklahoma hometown, where his twin brother, a small-time pot grower, has concocted a scheme to take down a local drug lord.",thriller,crime,0,
85235,Unlucky Winners,Four lucky employees win the opportunity to bond with the boss on a weekend get-away. Things don't go as planned when they run into two unhappy rednecks.,thriller,thriller,1,
69353,Band Haveli,"When an Indian Immigrant returns from Canada to his homeland Punjab, India he faces the reality of living aboard and sacrificing his brother's love.",romance,romance,1,
42562,Dark Over Me,After a man lost his loved one he gave up on life not being able to move on. Seven months later he receives an old telephone in the mail and every night he gets a call from a mysterious lady telling him how he will be haunted the next day.,fantasy,horror,0,
53065,Baker's Dozen,"The troubled daughter of a famous TV chef arrives at her new university and attempts to start a new life. However, she soon discovers it is impossible to escape her brutal mother's shadow.",horror,drama,0,
37182,Young-guwa daengchili solimsa gada,"Bumbling simpleton Yeong-koo is back, this time must travel to the Shaolin Temple in pursuit of a witch who stole a precious sword.",fantasy,adventure,0,
46918,The Wraith Within,"When a group of friends head out of town for a weekend getaway, a dangerous secret emerges that may kill them all.",horror,horror,1,
80223,Sovereign,A man seeks revenge against a space ship that killed his wife.,scifi,scifi,1,
20781,Equilateral,"A soldier returns home and must confront the impact of war on his own psychology, as well its effects on the relationship with his wife.",crime,drama,0,
82082,Rojo,"In Argentina pre-coup d'etat, a successful lawyer starts to feel against the ropes when a secret of the past threatens his present.",thriller,crime,0,
64242,Enjoy,I am ready to watch videos,romance,"Sorry, I cannot provide a genre prediction without a movie synopsis.",0,
67947,Hostel,"An Engineering student is molested, beaten and humiliated when he goes to reside in a hostel.",romance,drama,0,
27151,"Lyle, Lyle, Crocodile",Feature film based on the children's book about a crocodile that lives in New York City.,family,family,1,
77506,Speedwagon,"A penniless hermit, a straight-laced telemarketer, and a sinister astronaut road trip their way across the country.",scifi,comedy,0,
81784,Silver Streak,"On a long-distance train trip, a man finds romance but also finds himself in danger of being killed, or at least pushed off the train.",thriller,thriller,1,
77781,Someone Dies!,"When his daughter is threatened by potential kidnappers, a deadbeat detective sets out to investigate a cryptic note that sends him spiraling down a rabbit hole of time and consequence.",scifi,Thriller,0,
48192,Lemurìa,"Michelle starts to have orrible nightmares about a ghost/demon. after a few time, she will not understand anymore if she's dreaming or if it is real.",horror,horror,1,
40546,None Shall Pass,Plot kept under wraps.,fantasy,Mystery.,0,
72313,Battle for Skyark,"On a dangerous future Earth filled with monsters, an orphan tries to escape back to SkyArk, a man-made city in the sky, but he soon learns that he has a much greater purpose.",scifi,scifi,1,
85516,Trapped,"A man struggles to survive after he unintentionally locks himself up in a high rise devoid of food, water and electricity.",thriller,thriller,1,
80047,Alien Possession,"A special NASA Unit is excited as a strange meteor hurls toward their new alien communication signal. One of the Unit's Scientists knows it is alien and there intention is to take over earth through possession, because he himself is alien.",scifi,scifi,1,
44184,Savva. Serdtse voina,A fairytale about a grand life journey of a 10-year-old boy Savva devoted to help his mom and fellow village people to break free from the vicious hyenas.,fantasy,adventure,0,
66194,Booha,"Booha (Saad), a butcher coming from the countryside to Cairo to find the man whom his late father left his money with, gets tangled in the big city, finds love with kouta (Maie), and gets exploited by Farag (Hosni).",romance,romance,1,
47659,Curse of the Oily Man,"A deformed hunchback gets a second chance in life, but it is abruptly taken away when he accidentally kills a man.",horror,drama,0,
66519,The Burning Land,A young Jewish-American female singer is trapped in the USSR behind the enemy lines during the WWII...,romance,drama,0,
4746,Vishnu-Devaa,"Young Vishnu and his younger brother live with their hardworking dad, a farmer, and mom a devoted housewife. Their lives are shattered when the land-owner, Thakur Shamsher Singh kills their dad, and brutally rapes and kills their mom.",action,crime,0,
85806,Kill Devil,Several teenagers are sent to a island where they must kill each other.,thriller,thriller,1,
71030,Coast to Coast,"A wealthy neurotic woman escapes from a New York mental asylum, and hitches a ride back to California with a moody down-on-his-luck cowboy trucker. They fall in love with each other while on the run from bounty hunters and a repo man.",romance,romance,1,
34975,Little Crumb Race to the Gold Mine,"Reunited with his parents, Little Crumb is having trouble getting used to his new luxurious lifestyle. When he is abducted by an old enemy, he has to use the best of his new and his old life to escape and save his parents.",family,adventure,0,
60107,The Whistleblower,"Following a fatal accident, a Chinese expatriate working for a mining company in Australia discovers that new technology developed by the company may be a health risk, and investigates a web of conspiracies in his search for the truth.",mystery,Thriller,0,
16561,Strazdanota vasara,A story about summer adventures of ten years old Adulis.,adventure,family,0,
23498,Dabangg 2,Chulbul Pandey invites a fresh trouble when he kills the brother of a notorious politician and the former swears to wreak havoc in his life.,crime,crime,1,
62838,Al-Hijab,"Rafael, an actor who just got a role for a ghost movie wanted to have more feel in his character. He plans to get the ability of seeing ghost by open his ""hijab"".",mystery,horror,0,
83031,Pure,"Obsessed with food purity, Hannah's trip to her sister's destination wedding descends into madness when she contracts a mysterious foodborne illness that threatens to destroy her from within.",thriller,Horror.,0,
62579,The Three Musketeers,"Tom Wayne rescues Clancy, Renard and Schmidt in the Arabian desert and they join him in going after El Shaitan, a bad guy who is never seen as he tries to wipe out the Foreign Legion.",mystery,action,0,
3982,Germ,"The military's attempt to shoot down an orbiting satellite unleashes a space-borne epidemic on a remote, small town.",action,horror,0,
62492,Isang Araw Lang,The film is about a good jeepney driver and how he continues to inspire the people in his community to do good despite all the odds.,mystery,family,0,
23554,Mazhor. Film,Not even a bullet can stop a real hero. Full-length sequel to the high-profile series with Pavel Prilunny,crime,action,0,
87884,Vera,"A day in the life of Maia, a former fashion model turned actor, journeying between her repressed memories and reality in the streets of New York City. Vera is a psychological portrait of a generation in the age of terror.",thriller,drama,0,
71302,Mistletoe & Menorahs,"When a toy company executive must learn about Hanukkah to land a big account, she enlists the help of her co-worker's friend, who also happens to be in need of turning his pad into a Christmas Wonderland to impress his girlfriend's father.",romance,family,0,
38441,Saintlands: An Unpolished Gem,It didn't matter that she had left life with him out of a sense of duty to her family or that she saved a traitor to the crown. What mattered was him keeping her by his side that night. Anything to stop her from finding out what he'd done.,fantasy,romance,0,
87413,Starstruck,"A small town local befriends an actress in hiding, who is evading the presence of a mysterious stalker.",thriller,Thriller,1,
62468,Mine Games,"A group of young friends make an incomprehensible discovery in an abandoned mine, but the more they try to change the future, the more they seal their fate.",mystery,horror,0,
36213,The Nutcracker,A re-imagination of the tale of a girl's dreams turned reality when her new toy turns out to be a young man placed under a curse.,fantasy,Fantasy,1,
7115,Zameen,"Colonel Ranvir and ACP Jaideep joins forces to fight against Pakistani terrorists, who hijacks an Indian airplane and demands to free their militant leader in return.",action,action,1,
31565,Vic the Viking and the Magic Sword,"Vic is a young Viking like no other: not very strong but very clever. When his father, Halvar, the village chief, steals from his sworn enemy a magic sword that turns everything into gold, the lure of gain wreaks havoc among the Vikings",family,adventure,0,
28513,BJ: A dog's journey into the afterlife,"A Shih-Tzu goes through several owners in a journey that takes him to heaven and back, in order to teach a man he's never met all about forgiveness.",family,Family.,0,
82384,Guyana: Cult of the Damned,"Reverend Jim Jones, the priest of an independent church in the South American country Guyana, orders his followers to commit suicide. But not all of them follow him blindly and begin to think on their own.",thriller,Drama.,0,
65061,Katips,"A tale of the young, in their fight for their ideals, how big can one get against a force too much bigger than yourself?",romance,drama,0,
62864,saato janam,"A college going student solving mystery of his dead girlfriend ,without any clue",mystery,Mystery.,0,
50941,Frankenstein and Me,Teenager Earl has a vivid imagination fueled by movies like Frankenstein and Night of the Living Dead (1968).,horror,Horror,1,
19639,Bum Killers,A futuristic group of inner-city street thugs takes pleasure in randomly brutalizing the homeless.,crime,horror,0,
83757,Someone Is Bleeding,"On a beach in Nice, François meets the mysterious Peggy and falls in love with her. Following her to a villa, he meets Marc, a lawyer who has a strange relationship with the girl. Marc tells François that Peggy is a drug addict: she kills men who approach her.",thriller,Thriller,1,
20241,The Collaborators,"A tale of two art students who, after a horrific event, are forced to take off across country in a stolen taxi to evade the law.",crime,crime,1,
23347,Banished,Charlie Vespa is the worlds most Skilled assassin and wants revenge for the death of his family.,crime,action,0,
4376,"Girls, Guns & Gangs",A girl in high school is stuck in a relationship with a boy whose family runs a cartel. She is tricked into joining a gang. Now she can't get out of her relationship nor the gang she joined.,action,crime,0,
41178,Onyeka and the Academy of the Sun,"A teenager discovers that she has super powers then she travels to Nigeria to learn more about her origins. There, she found out a threat to her newfound magical community.",fantasy,fantasy,1,
10295,Beyond the Blue Horizon,"A circus lion tamer, his girlfriend, a publicist and a professor travel to the Malayan jungle to find proof to the claim that a beautiful woman raised there might be the rightful heiress to an American family's fortune.",adventure,adventure,1,
64517,Our Love Began on Cyprus,"On his way to Cyprus, the young businessman, Alkis Galanis, meets Martha, the wife of Major Gordon. In Nicosia, the situation is tense, as the resistance against the British continues.",romance,war,0,
21877,Dog Pound,"Three juvenile delinquents are sentenced to a correctional facility where they encounter gang violence, death, and harassment from staff and other inmates.",crime,crime,1,
87316,The Walkers,Underground biochemists conduct illegal testing of an incurable flesh-eating virus on human subjects until one of the test subjects escapes.,thriller,horror,0,
2784,Kadhalil Vizhunthen,"After Sabha returns from a football match, he finds that his lover Meera is dead. Depressed, he roams around with Meera's dead body assuming that she is still alive.",action,Horror.,0,
16201,The Delta Factor,Kim Stacy and Morgan are two CIA Agents on a secret mission to rescue a scientist imprisoned by terrorists on a remote island.,adventure,Action.,0,
79442,Meatball Machine,"Full-throttle splatter-ific Japanese cyberpunk science fiction/horror at its most aggressive, this mind-blower about alien parasites that turn their human hosts into slave ""Necroborgs"" will leave you dizzy and drained - in a good way.",scifi,Horror,0,
48620,Horror Night,Horror night is a thrilling Murder mystery horror film based on the Reborn to Revenge of 13 unknown people's.,horror,Horror.,0,
88643,El jugador,"A retired gambler who works for a wealthy meat entrepreneur, travels to Mar del Plata where he must give a considerable sum of money to his boss's grandchildren.",thriller,crime,0,
30054,Unbreakable Faith,"Steven Rogers must have unbreakable faith in order to save Haleigh Hart from an abusive home and to show that God is still there for her. Will he allow his past sinful ways to consume him, or will he be able to save himself and Haleigh?",family,drama,0,
43284,The Benefactor,"After the death of his wife, a once-prolific painter takes an artistic residency, but soon fears that the house may be haunted and that its ghosts are driving him to madness.",fantasy,horror,0,
41025,Prince of the Godborn,"Prince Kerish, pampered favourite son of the Emperor of Galkis, and his soldier half-brother Forollkin, are sent on a holy quest to free an imprisoned Savior, who alone can save the embattled Galkian Empire and its Godborn rulers.",fantasy,fantasy,1,
13121,The Luckiest Girl in the World,A wealthy society girl must live on $150 a month to prove to her father that she can stand being married to a poor man.,adventure,romance,0,
59915,Crowing Lakes,"A group of friends reunite at a winter resort to party through the weekend, but things take a deadly turn when they cross paths with an old Viking secret that can't stay buried.",mystery,horror,0,
81905,Capsule,"After years of flying fighter planes and 5 years as test pilot, Guy is now, Dec. 4, 1959, on a secret British space capsule orbiting Earth trying to reenter but things start going wrong. Can he, despite cold war, get back to Earth safely?",thriller,scifi,0,
20372,Cop Au Vin,"In a small provincial French town, Dr Morasseau, Mr Lavoisier and butcher Filiol decide to create a significant estate business but Mrs Cuno and her son Louis do not want to sell their house. Louis presumably provokes the death of Filiol.",crime,crime,1,
44755,Gods and Monsterss,The Film follows the life strugggle of seven main characters as they interact with not only each other but the unseen.forces that may exist on a plane of realityjust beyond human perception. I.,fantasy,mystery,0,
58985,Santo and Blue Demon vs. the Monsters,"To foil his plan for world domination, wrestling superheroes El Santo and Blue Demon battle the mad Dr. Halder and his army of reanimated monsters.",mystery,action,0,
53362,Bloodbath in Psycho Town,A filmschool project becomes an exercise in murder as video demons take the students on a grim journey into subliminal psychic nightmares that travel the dark and lost highways of their tormented souls.,horror,horror,1,
32349,Gooseboy,"Viggo lives and breathes for his virtual reality game. But one day, when a goose crash lands on his balcony, and it turns out that the goose can talk, Viggo's life is forever changed.",family,Fantasy,0,
77052,The Second Coming,Futuristic story of Carlos and Ben who fall in love in high school despite the racism and and homophobia. When Fundamentalist forces threaten to take over the U. S. the pair join forces with an underground resistance movement.,scifi,scifi,1,
27259,Las hijas del Amapolo,"The story of four charming girls in a small town, trying to hang out with four boys.",family,romance,0,
15209,Mothra vs. Godzilla,"Mothra's egg washes ashore and is claimed by greedy entrepreneurs who refuse to return it to her fairies. As Godzilla arises near Nagoya, the people of Infant Island must decide if they are willing to answer Japan's own pleas for help.",adventure,fantasy,0,
31875,Vamshoddharaka,Vishwa returns from Bengaluru to his village after studies as he believes that farming is his true calling. What transpires then is a plethora of emotions ranging from love to revenge.,family,romance,0,
89843,Where the Devil Says Goodnight,"A young aristocrat woman is mistakenly taken as a war prisoner in Siberia, 1938. After years of hard labor, she is released and she endures unbearable conditions trekking through the country to save her captive family.",thriller,adventure,0,
72263,Norman's Awesome Experience,"A scientist, a model and a photographer, by accident; are sent back in time to ancient Switzerland during the reign of the Roman Emperor Nero, being captured by the Gallic Arverni.",scifi,adventure,0,
58849,After Roberto,A psychological drama about an American businessman living in Italy who is caught in an affair and finds himself the subject of a mysterious stalker.,mystery,Thriller,0,
54929,The Immortal Bachelor,"When Tina is put on trial for murdering her violent and unfaithful husband, Gino, only one juror, the housewife Gabriella, believes in her innocence. Gabriella tries to find a witness who can absolve Tina.",mystery,crime,0,
22162,Smartass,A 15-year-old girl becomes intimately acquainted with a town in California after being released from prison.,crime,drama,0,
86708,Crossed the Line,"A young woman refuses to bow down to the local criminal kingpin who wants to take control of her late mother's flower shop in order to run drugs. However, when he crosses the line, she and her siblings seek revenge.",thriller,crime,0,
26650,Karate Warriors,A karate fighter and a samurai join opposing gangs to take them down from the inside.,crime,action,0,
11795,Septimus Heap: Magyk,"Two children are switched at birth, one a boy destined to become a powerful wizard, the other a girl who is the daughter of a murdered queen. Based on the first book of Angie Sage's ""Septimus Heap"" series.",adventure,fantasy,0,
36553,The First Night,"This Film is mix short film since 2015(Student life) to 2017. The film is about love.life, remember, mind, tales in the surreal film.",fantasy,romance,0,
78579,Dracula 3000,Count Dracula terrorizes the crew of a spaceship.,scifi,horror,0,
77132,The Last Starfighter,"High schooler Alex Rogan conquers the Starfighter video game, only to find out it was just a test, and is transported to another planet. He has been recruited to join a team of the best starfighters to defend their world from the attack.",scifi,scifi,1,
44494,Whisper: Trinity,"The Whisper, The Wanderer, and The Waymaker are coming, and the Trinity will be born!!.",fantasy,fantasy,1,
52815,Dante's Revenge,"Pushed to his limits by his abusive girlfriend, an average man must fight against indulging his inner demons caused by his mental health.",horror,Thriller,0,
67360,Wuthering Heights,"Mistreated foundling Heathcliff and his stepsister Catherine fall in love, but when she marries a wealthy man, he becomes obsessed with getting revenge, even well into the next generation.",romance,romance,1,
68436,Un novio para mi mujer,"Diego wants to get divorce from Lucía, but he doesn't know how to tell her. Unable to say it to her face, he turns to Cuervo Flores, a famous seducer who will try to make Lucía fall in love so that she will be the one to end her marriage.",romance,Romance,1,
297,Kuldesak,"This movie focuses on four young men in Jakarta in the 1990s. They all have dreams, but sometimes life forces them to make radical choices.",action,drama,0,
45624,Piranha Lake,College students attacked by Piranhas while on a houseboat.,horror,horror,1,
43074,Kozí príbeh,"Story about the friendship between a young villager Jemmy who arrives in medieval Prague, and his Goat. Jemmy falls in love with Katy - a street-wise girl from Prague. Goat is jealous, and starts to hate Katy.",fantasy,Family,0,
27124,Wicked Wickets,Plot kept under wraps.,family,Mystery.,0,
16366,Time Trap,A professor enters a cave and goes missing. Some of his students come looking for him and get trapped in the cave as well.,adventure,Adventure,1,
33112,For My Friend,"True friendship doesn't lie in color, religion or health as it takes the bond of two 10-year-old boys to show us that real friends stay to the end.",family,family,1,
39905,Verrückt nach Fixi,"A rather unpopular, cowardly guy gets a sex doll for his birthday when he finds she's a little more action-packed than once assumed...",fantasy,Comedy.,0,
53990,Happy Ghost II,"A high school teacher constantly has pranks played on him by the students. He becomes a ghost with magical powers, but they keep getting him in trouble with his superiors.",horror,comedy,0,
20758,The Squeaker,A detective poses as an ex-convict to expose the head of a benevolent society as a fence.,crime,crime,1,
20638,Ça va barder,A con man (Eddie Constantine) is approached by a shipping magnate to become one of his security agents.,crime,crime,1,
51609,Starkweather,"In 1958 Nebraska 19 year old garbageman Charles Starkweather goes on a murder spree with his 14 year old girlfriend Caril Ann Fugate killing 11 people in three months, introducing America to spree killing.",horror,crime,0,
85757,Perdedores Natos,"Juan is a loser. He lives in a rented house without money nor a job...till he finds Antonio, an old friend who has become in a drug dealer. Taking part in a fiddle, Juan will steal a suitcase for Antonio, and his life will suffer a twist.",thriller,crime,0,
